SAMPLE_ANALYSIS_NO,SiO2,TiO2,Al2O3,FeOT,MgO,CaO,Na2O,K2O,P2O5,Class,Probability,Lithology,ROCK_GROUP,LITHOLOGY_NAME,GSSA_code
4410,52.1748431880036,0.7979681899341723,18.107739694660058,8.376883217301941,7.72392286410641,8.440048162765285,3.539705047656714,0.5831306003365105,0.2557590352353116,igneous,0.9947394602759786,"Basaltic Andesite, Gabbroic Diorite",Metamorphic General,Amphibolite,BAAN
4411,47.97775861020636,1.4810525484020216,17.522311840249277,10.980397883019311,8.291808281546531,10.117049098239162,2.5657670908936443,0.8969754870603798,0.16687916038332642,igneous,0.9963987200474224,"Basalt, Gabbro",Metamorphic General,Amphibolite,GBRO
4412,48.868981507043934,1.2038705256432536,17.547943255138946,13.494761127719093,5.305192146902475,10.202292590197066,2.428145636466901,0.7447673590843857,0.20404585180394133,igneous,0.9961182497798444,"Basalt, Gabbro",Metamorphic General,Amphibolite,GBRO
4413,57.754306416773176,0.7117608185165706,13.625135668745784,11.253593942676725,5.0840058465469316,8.43944970526791,2.2776346192530266,0.7727688886751339,0.08134409354475093,igneous,0.9830757513595544,"Andesite, Diorite",Metamorphic General,Amphibolite,DIOR
4916,73.02875626793573,0.2797271101918196,14.086258048945197,2.085521178927757,0.5294834585773729,1.528508852119585,3.0370371963683267,5.344785855450837,0.07992203148337702,igneous,0.9956946158279312,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
5351,71.56743354115652,0.6955144949774368,13.406293888695519,5.82330541196826,0.7660739364968868,0.9071928195357872,2.2780619690565316,4.273886172035263,0.2822377660778005,igneous,0.9276705436226916,"Rhyolite, Granite",Breccia (Undifferentiated),Breccia (Undiff. Origin),GRNT
5486,74.11678042954794,0.22124412068521776,13.978605806929664,1.5564228460183451,0.472657894191147,1.7196702107805564,3.4996797272025355,4.36454310806293,0.0703958565816602,igneous,0.9941391290416056,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
5488,73.90250699127614,0.2267580409774163,14.533128989916225,1.3911737258662833,0.4432088982740409,1.3399338785029145,3.823965145573702,4.2980955948901185,0.0412287347231666,igneous,0.9939507100780732,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
5492,70.3898136728174,0.28522645193037444,16.094921216071132,1.8515405589586689,0.5908262218557756,1.6807987345897069,4.105223575997888,4.909969636801447,0.09167993097762037,igneous,0.99613949728487,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
5494,75.53345386568894,0.13180334231596727,13.585882977184315,0.9852737647895276,0.192635654154106,1.1558139249246355,3.4978579306929767,4.876723665690788,0.04055487455875916,igneous,0.9953998895890832,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
5496,71.31125590002367,0.44443275631742796,15.757161360345176,1.8813682984660007,0.9999737017142132,3.1211300386837566,3.908988106701015,2.5251861154399315,0.050503722308798654,igneous,0.982489452023384,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
